author;prize;short;long;;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
Алексей Поляринов;0;1;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;5;
Мария Степнова;0;1;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;5;
Руслан Козлов;0;1;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;
Афанасий Мамедов;0;1;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;
Михаил Визель;0;1;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;
Алексей Колмогоров;0;1;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;
Родион Мариничев;0;1;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;
Хелена Побяржина;0;1;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;
Михаил Турбин;0;1;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;
Александра Шалашова;0;1;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;
Игорь Свинаренко;0;0;0;;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;;1;1;1;1;1;1;1;1;2;2;3;3;3;3;3;3;4;4;
Николай Климонтович;0;0;0;;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;;0;1;1;2;2;2;2;3;4;4;4;4;4;4;4;4;4;4;
Андрей Геласимов;0;0;0;;0;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;0;0;;0;0;0;1;1;1;1;1;1;2;2;2;3;3;4;4;4;4;
Александр Снегирев;0;0;0;;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;;0;0;0;1;1;1;1;1;1;2;2;2;2;3;3;3;4;4;
Елена Катишонок;0;0;0;;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;1;0;;0;0;0;0;1;2;2;2;2;3;3;3;3;3;3;3;4;4;
Анатолий Найман;0;0;0;;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;
Сергей Соловьев;0;0;0;;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;
Вадим Месяц;0;0;0;;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;;0;1;1;1;1;1;1;1;1;1;1;2;2;2;3;3;3;3;
Мария Рыбакова;0;0;0;;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;0;1;1;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;
Дмитрий Глуховский;0;0;0;;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;;0;0;1;1;1;1;1;1;1;1;1;1;2;2;2;2;3;3;
Марина Москвина;0;0;0;;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;0;0;1;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3;
Андрей Столяров;0;0;0;;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;;0;0;1;1;1;1;2;3;3;3;3;3;3;3;3;3;3;3;
Всеволод Бенигсен;0;0;0;;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;1;2;2;3;3;3;3;3;3;3;3;3;3;3;3;
Глеб Шульпяков;0;0;0;;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;;0;0;0;1;1;2;2;2;3;3;3;3;3;3;3;3;3;3;
Андрей Тавров;0;0;0;;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;;0;0;0;0;1;1;1;1;1;1;1;2;2;2;2;2;2;3;
Андрей Аствацатуров;0;0;0;;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;;0;0;0;0;0;1;1;1;1;1;2;2;2;2;3;3;3;3;
Ганиева Алиса;0;0;0;;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;;0;0;0;0;0;0;0;1;1;2;2;2;2;3;3;3;3;3;
Василий Аксенов;0;0;0;;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
Анатолий Бузулукский;0;0;0;;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;
Анатолий Курчаткин;0;0;0;;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
Дмитрий Новиков;0;0;0;;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;
Ольга Новикова;0;0;0;;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
Дмитрий Стахов;0;0;0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;
Алан Черчесов;0;0;0;;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;
Галина Щербакова;0;0;0;;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
Вадим Бабенко;0;0;0;;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
Алла Боссарт;0;0;0;;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
Алексей Евдокимов;0;0;0;;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;0;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;
Мастер Чэнь;0;0;0;;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
Елена Колядина;0;0;0;;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;0;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;
Владимир Войнович;0;0;0;;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
Денис Гуцко;0;0;0;;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;0;0;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;
Владимир Данихнов;0;0;0;;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;0;0;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;
Олег Зоберн;0;0;0;;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;0;0;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;
Яна Дубинянская;0;0;0;;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;0;0;0;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;
Александр Товбин;0;0;0;;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;0;0;0;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;
Игорь Вишневецкий;0;0;0;;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;;0;0;0;0;1;1;1;1;1;1;1;1;2;2;2;2;2;2;
Валерий Вотрин;0;0;0;;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;1;1;1;2;2;2;2;2;2;2;2;2;2;2;
Денис Драгунский;0;0;0;;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;1;1;1;2;2;2;2;2;2;2;2;2;2;2;
Владимир Козлов;0;0;0;;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;;0;0;0;0;1;1;1;1;1;1;1;1;2;2;2;2;2;2;
Михаил Левитин;0;0;0;;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;;0;0;0;0;1;1;1;1;1;1;1;1;1;2;2;2;2;2;
Сергей Шикера;0;0;0;;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;;0;0;0;0;1;1;1;1;1;2;2;2;2;2;2;2;2;2;
Сергей Лебедев;0;0;0;;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;;0;0;0;0;0;1;1;1;1;1;1;1;2;2;2;2;2;2;
Ольга Лукас;0;0;0;;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;1;2;2;2;2;2;2;2;2;2;2;2;2;
Александр Нилин;0;0;0;;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;1;1;1;2;2;2;2;2;2;2;2;2;2;
Байтов Николай;0;0;0;;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;1;2;2;2;2;2;2;2;2;2;2;2;
Кононов Николай;0;0;0;;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;;0;0;0;0;0;0;1;1;1;1;1;1;1;2;2;2;2;2;
Никитин Алексей;0;0;0;;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;;0;0;0;0;0;0;1;1;1;1;2;2;2;2;2;2;2;2;
Чижова Елена;0;0;0;;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;;0;0;0;0;0;0;1;1;1;1;1;1;1;2;2;2;2;2;
Березин Владимир;0;0;0;;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;1;2;2;2;2;2;2;2;2;2;2;
Иванов Андрей;0;0;0;;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;;0;0;0;0;0;0;0;0;1;1;1;1;1;2;2;2;2;2;
Шмараков Роман;0;0;0;;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;2;2;2;
Драгунская Ксения;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;2;2;
Козлова Анна;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;2;2;2;
Александр Бушковский;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;
Булат Ханов;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;2;
Мария Бурас;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;
Георгий Панкратов;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;
Кирилл Рябов;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;
Вера Богданова;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;
Алла Горбунова;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;
Михаил Гундарин;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;
Владимир Алейников;0;0;0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
Лев Аннинский;0;0;0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
Елена Арманд;0;0;0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
Бибиш;0;0;0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
Валентин Воробьев;0;0;0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
Борис Гайдук;0;0;0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
Александр Давыдов;0;0;0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
Сергей Есин;0;0;0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
Юрий Козлов;0;0;0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
Альфред Кох;0;0;0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
Владимир Липовецкий;0;0;0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
Инна Лиснянская;0;0;0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
Юрий Мамлеев;0;0;0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
Владимир Микушевич;0;0;0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
Захар Оскотский;0;0;0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
Юрий Поляков;0;0;0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
Дмитрий Пригов;0;0;0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
Анатолий Приставкин;0;0;0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
Александр Проханов;0;0;0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
Вячеслав Репин;0;0;0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
Роман Солнцев;0;0;0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
Игорь Тарасевич;0;0;0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
Марина Тарковская;0;0;0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
Ольга Трифонова;0;0;0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
Федор Устюжанин;0;0;0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
Михаил Холмогоров;0;0;0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
Елена Чудинова;0;0;0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
Глеб Соколов;0;0;0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
Светлана Шенбрунн;0;0;0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
Роман Парисов;0;0;0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
Александр Рекемчук;0;0;0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
Вячеслав Куприянов;0;0;0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
Валерий Клячин;0;0;0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
Олег Чилап;0;0;0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
Владимир Беккер;0;0;0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
Дмитрий Липскеров;0;0;0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
Чингиз Айтматов;0;0;0;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
Мария Арбатова;0;0;0;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
Александр Астраханцев;0;0;0;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
Вера Афанасьева;0;0;0;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
Олег Дивов;0;0;0;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
Светлана Дильдина;0;0;0;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
Александра Маринина;0;0;0;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
Новелла Матвеева;0;0;0;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
Виталий Морозов;0;0;0;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
Александр Секацкий;0;0;0;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
Михаил Сельдемешев;0;0;0;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
Наталья Суханова;0;0;0;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
Алекс Тарн;0;0;0;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
Николай Шадрин;0;0;0;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
Евгений Шишкин;0;0;0;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
Владимир Мощенко;0;0;0;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
Игорь Алексеев;0;0;0;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
Артур Таболов;0;0;0;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
Ольга Арефьева;0;0;0;;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
Владимир Бараев;0;0;0;;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
Антон Борисов;0;0;0;;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
Оксана Бутузова;0;0;0;;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
Юрий Вяземский;0;0;0;;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
Михаил Голубков;0;0;0;;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
Мария Елиферова;0;0;0;;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
Андрей Ильенков;0;0;0;;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
Григорий Канович;0;0;0;;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
Юрий Красавин;0;0;0;;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
Наталья Сорбатская;0;0;0;;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
Леонид Тишков;0;0;0;;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
Андрей Тургенев;0;0;0;;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
Александр Хургин;0;0;0;;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
Виталий Шенталинский;0;0;0;;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
Татьяна Щеглова;0;0;0;;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
Евгений Даниленко;0;0;0;;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
Ильдар Абузяров;0;0;0;;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
Олег Глушкин;0;0;0;;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
Владимир Елистратов;0;0;0;;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
Сергей Костырко;0;0;0;;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
Демьян Кудрявцев;0;0;0;;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
Егор Молданов;0;0;0;;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
Юнна Мориц;0;0;0;;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
Ирина Муравьева;0;0;0;;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
Эйтан Финкельштейн;0;0;0;;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
Сергей Юрский;0;0;0;;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
